image_file,verbatimDate,verbatimDate_confidence,verbatimLocality,verbatimLocality_confidence
1743873.jpeg,13-4-49,0.341221582,Dyrehaven,0.712546226
1707870.jpeg,4.1.60,0.533419218,Silkeborg,0.661154895
1706997.jpeg,MISSING,0.918408609,Lolland,0.864640800
1709232.jpeg,8.10.21,0.458857229,Dyrehaven,0.788593513
1709019.jpeg,MISSING,0.818002425,MISSING,0.500148530
1707217.jpeg,30-8-62.,0.577978175,Dyrehaven,0.756511064
1708720.jpeg,14. 3. 1915.,0.248836011,Hansted Sk.,0.345974538
1708388.jpeg,30.-3.-45.,0.510842680,Eskemose Sk,0.083670809
1705562.jpeg,30-6-1912,0.118426796,Sandbjerg,0.775225826
1705848.jpeg,26/5 1891,0.672146105,Egholm. Horns Herred,0.138626857
1708982.jpeg,MISSING,0.824240679,MISSING,0.503119127
1742989.jpeg,29-5-1952,0.378056987,Dyrehaven,0.717299182
1708829.jpeg,MISSING,0.830478933,MISSING,0.505792664
1707681.jpeg,MISSING,0.879790846,MISSING,0.534310397
1707768.jpeg,MISSING,0.871770233,Øbjerggaard,0.028417702
1743961.jpeg,20/5 71,0.010000000,MISSING,0.368848136
1743831.jpeg,Juni 1933,0.348053956,Hillerød,0.809684753
1709170.jpeg,MISSING,0.811764171,MISSING,0.492722037
1707288.jpeg,22. 5. 1915,0.268739012,Ry Nørreskov,0.602337072
1705627.jpeg,20-5-1956,0.182888754,JægersprisNord skov,0.209030009
1709124.jpeg,19-9-1953,0.088126705,Dyrehaven,0.788890573
1708354.jpeg,3-10-1913,0.515001516,København,0.744034556
1743887.jpeg,22/7-4/8 1941,0.339439224,Gindeskov v. Skive,0.206653531
1743065.jpeg,MISSING,0.745222795,Dyrehaven,0.407465899
1705742.jpeg,5/8 95,0.679275538,Rfs,0.158232798
1707570.jpeg,21-6-1956,0.545598666,V.f. Høvblege Møn,0.282106699
1707543.jpeg,MISSING,0.888108518,MISSING,0.535201576
1709291.jpeg,MISSING,0.807902395,Kb,0.961185208
1742796.jpeg,MISSING,0.748787511,Sondbg,0.437765990
1707897.jpeg,2.IV. 1983,0.529557442,Sandmilen v. Skagen NEJ,0.135062140
1705602.jpeg,MISSING,0.979602910,MISSING,0.570551682
1706197.jpeg,13-8-36.,0.637984238,Hindsholm,0.770175811
1708826.jpeg,MISSING,0.830775993,MISSING,0.181403456
1709987.jpeg,9-8-1973,0.409842376,Høvblege,0.720566838
1744534.jpeg,MISSING,0.722646256,SS,0.949302819
1705735.jpeg,MISSING,0.969205820,Danmark,0.876226129
1709433.jpeg,27.IV.2022,0.435092452,"DENMARK: NEZ: Hellebæk Avlsgård, Kohave, 56.0554N, 12.5439E",0.248241891
1706786.jpeg,29-7-49.,0.609763565,Asserbo,0.867611397
1705478.jpeg,MISSING,0.987623522,Danmark,0.880384965
1705777.jpeg,22.5.1984.,0.674819642,Bøtø pld.,0.075650197
1708804.jpeg,13-10-46.,0.491830858,S.J. Rørbæk Sø.,0.067035465
1708668.jpeg,1872,0.021882389,Veile,0.925835102
1743502.jpeg,MISSING,0.744331616,SS | Øbjerggård Næstved,0.161797514
1708030.jpeg,26/8.1899,0.256262504,Kjeldskov,0.635310700
1708931.jpeg,MISSING,0.828102455,Øbjerggaard,0.650460746
1742768.jpeg,MISSING,0.753837527,Kb,0.951085177
1706227.jpeg,1-6-50.,0.635607760,Hestehaven. Hillerød,0.266956654
1728518.jpeg,7/5-1940. | 7/5-40,0.110109124,Ærø Svendborg Amt,0.083967869
1728569.jpeg,MISSING,0.764828736,MISSING,0.475789633
1709986.jpeg,9-8-1973,0.410139436,Høvblege,0.720863898
1744462.jpeg,17.7.74,0.045350106,Esbjerg,0.885434980
1707512.jpeg,22-5-1965,0.552133980,V.Sjælland Røsnæs Kongstrup. Kl,0.149321006
1744528.jpeg,MISSING,0.723240376,Falster,0.658184298
1744631.jpeg,15/2 1934. | 15/2 34,0.114565020,Rudkøbing Svendborg Amt | Ru,0.168035768
1706120.jpeg,MISSING,0.953461655,MISSING,0.560451652
1707981.jpeg,MISSING,0.855134889,Kb,0.967720521
1743528.jpeg,MISSING,0.741063959,MISSING,0.468066081
1710397.jpeg,13.5.1915,0.396177630,rg. Elbæk Strandsk,0.050697181
1707493.jpeg,4-6-1916.,0.553619279,Hjørring,0.820378903
1706259.jpeg,15. 6. 90,0.630854804,Jægerspris,0.633825402
1708463.jpeg,MISSING,0.848599576,MISSING,0.521239770
1709551.jpeg,MISSING,0.787702334,MISSING,0.487077902
1743765.jpeg,10/8 1930.,0.357856926,"Jyll., Holmsld",0.403901182
1706818.jpeg,24-VIII-1967,0.313000909,SJÆLLAND NYKØBING: RØRVIG V. DYBESØ,0.134765080
1705504.jpeg,MISSING,0.984949985,MISSING,0.573522279
1708880.jpeg,26-10-1972,0.484107305,Marselisborg Dyrh.,0.111594423
1705716.jpeg,MISSING,0.971285238,MISSING,0.567581085
1708891.jpeg,4-10-1972,0.481730828,MARSELISBORG,0.596395878
1743897.jpeg,13/6 1954,0.337656866,"Ørgaard Nors, Thy",0.334983328
1707489.jpeg,14.5-1914,0.266065474,Vamdrup,0.802852380
1709172.jpeg,MISSING,0.811467111,MISSING,0.492424977
1706374.jpeg,MISSING,0.936232192,MISSING,0.553916338
1705872.jpeg,8.4.1933,0.018911791,Agersø,0.654916641
1707337.jpeg,MISSING,0.900287966,Bornholm,0.643034253
1709287.jpeg,MISSING,0.808793574,Kb,0.962076387
1706118.jpeg,MISSING,0.953758715,MISSING,0.560748712
1744685.jpeg,10-5-1956,0.198632919,Kongelunden,0.638578357
1743055.jpeg,15.10.21,0.367362837,Dyrehaven,0.085750227
1706351.jpeg,MISSING,0.939796908,Ti,0.579463474
1705817.jpeg,MISSING,0.965046984,Dyrehaven,0.798990603
1708453.jpeg,MISSING,0.014455896,MISSING,0.523022128
1707074.jpeg,MISSING,0.916329191,MISSING,0.546786905
1709790.jpeg,25.4.1986,0.154668081,Svinø strand,0.445489542
1706363.jpeg,MISSING,0.937420430,MISSING,0.185265232
1708738.jpeg,MISSING,0.841470142,MISSING,0.514110336
1744439.jpeg,8.5.25,0.040300091,Saltholm,0.808793574
1709321.jpeg,5-6-1922,0.453510155,Dyrehaven,0.659075477
1705916.jpeg,1-7-1917,0.079511973,Tornby,0.654322522
1709320.jpeg,12-5-1913,0.453807214,Dyrehaven,0.731260988
1742824.jpeg,13/5-1892,0.380433465,Horsens,0.845926038
1705768.jpeg,23-5-1915,0.303494998,Skagen,0.908605638
1707029.jpeg,16/9 1934. | 16/9 34,0.108920885,Hvidkilde Svendborg Amt | Hv,0.134468021
1707033.jpeg,29-5-38,0.274086087,Grib,0.665610791
1707076.jpeg,MISSING,0.915735071,MISSING,0.546192786
1707244.jpeg,MISSING,0.908011519,MISSING,0.542033950
1728469.jpeg,MISSING,0.770175811,MISSING,0.176650500
1708667.jpeg,MISSING,0.844737799,MISSING,0.517377993
1743504.jpeg,4/6 1870,0.030497120,Bækkegård Bornholm,0.097929676
1707978.jpeg,29/5.1870,0.521833889,Dyrehaven | Kb,0.423210064
1709588.jpeg,16/4 96,0.094662019,Utterslev,0.336171567
1707122.jpeg,19.7.10 | 27.7.1918,0.271412549,Dyreh. | Fortunens Indl,0.115456199
1706218.jpeg,17-6-1922,0.181403456,Dyrehaven,0.768393453
1708735.jpeg,24. 9. 1884,0.494207336,Randers,0.668284329
1705660.jpeg,15.7.37,0.305871476,Sose,0.667690209
1707327.jpeg,MISSING,0.902664444,Bornholm,0.697693240
1706157.jpeg,MISSING,0.946332222,Lolland,0.870879054
1709163.jpeg,MISSING,0.813843589,MISSING,0.494801455
1705509.jpeg,MISSING,0.984058806,Boserup,0.891673234
1709590.jpeg,11-5,0.065847226,Dyrehaven,0.109217945
1709121.jpeg,19-9-1953,0.467471961,Dyrehaven,0.737499242
1706954.jpeg,26/5.1870,0.276165505,Dyrehaven,0.764234617
1743853.jpeg,10-6-63,0.345083359,Faxe,0.931479236
1705736.jpeg,MISSING,0.968908760,MISSING,0.565501667
1744571.jpeg,MISSING,0.716110943,Kb,0.943361625
1709334.jpeg,14-9-1953,0.130606244,Dyrehaven,0.729775690
1705874.jpeg,8.9.1933,0.018614732,Agersø,0.584216429
1743569.jpeg,3/7.1872,0.364095180,SS | Næstved,0.387859958
1743572.jpeg,MISSING,0.735122764,SS,0.979602910
1705676.jpeg,3/6.1870,0.682543195,Rønne,0.922864504
1706855.jpeg,MISSING,0.927914520,MISSING,0.550945741
1706992.jpeg,MISSING,0.919893907,Lolland,0.866126099
1709420.jpeg,27.IV.2022,0.437765990,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.228933010
1743039.jpeg,28/5-16.,0.369739315,Dragør,0.897317369
1708719.jpeg,1-10.37,0.249133071,Ravneholm,0.392909973
1710372.jpeg,22.7.1986,0.400039406,Uglestrup Mose,0.309436193
1743571.jpeg,MISSING,0.735419824,SS,0.979899970
1707229.jpeg,30-8-1978,0.575304638,Wedellsborg,0.382215823
1710353.jpeg,26-8-1956,0.403010003,Nekselø S.,0.390830555
1708401.jpeg,22.9.18,0.097038497,Holte,0.881870264
1709782.jpeg,14.IV.1995,0.424992422,LFM PF67 MALTRUP,0.360233404
1709119.jpeg,8-9-1970,0.467769021,Løsø,0.052776599
1707279.jpeg,17.6.1924,0.570848742,Slotved Skov,0.614813580
1706005.jpeg,14.V.2011,0.655213701,Røsnæsgd. NWZ,0.285077296
1705557.jpeg,31/5.1896,0.308247954,Ålbæk,0.883652622
1707339.jpeg,MISSING,0.899693847,Bornholm,0.296959685
1743916.jpeg,3.6.1963,0.124367990,Frederikhøj. nord. f. Hadsund,0.136547439
1705677.jpeg,3/6.1870,0.151400424,Rønne,0.927914520
1709086.jpeg,15-9-1912,0.470739618,Holte,0.922270385
1709244.jpeg,16/4.1870,0.235171264,Dyrehaven,0.787999394
1709944.jpeg,22/7 1922,0.414001212,København,0.721160958
1707861.jpeg,MISSING,0.861373143,MISSING,0.526883904
1707701.jpeg,MISSING,0.875929069,MISSING,0.532825099
1706057.jpeg,19.6.1942,0.646004850,Femmøller,0.772255229
1709199.jpeg,26.9.1977.,0.462124886,Dyrehaven,0.733934526
1707974.jpeg,MISSING,0.856026069,MISSING,0.525101546
1744441.jpeg,8.5.25,0.326071537,Saltholm,0.808496514
1707311.jpeg,5.6.22,0.566392846,Dyrehaven,0.332309791
1707519.jpeg,13/6 1954,0.551539861,"Ørgaard Nors, Thy",0.337062746
1705975.jpeg,86.,0.012673537,MISSING,0.561639891
1709145.jpeg,26.8.87,0.236953622,Harboør,0.656401940
1707121.jpeg,28.7.18,0.271709609,Dyrehaven,0.795425887
1744565.jpeg,MISSING,0.717002122,Kb,0.830478933
1706486.jpeg,MISSING,0.931776296,Al,0.838796605
1708481.jpeg,28-8-1963,0.502227948,GANLØSE EGEDE,0.320427402
1706504.jpeg,15/6 1871,0.615704759,Dronninglund,0.425586541
1706457.jpeg,14/6 1871,0.145162170,Jydske Aas.,0.382809942
1706372.jpeg,62,0.289236132,Rørvig,0.700366778
1710364.jpeg,26-8-1956,0.401227645,Nekselø S.,0.401524704
1742766.jpeg,MISSING,0.754431646,Kb,0.916626250
1728581.jpeg,10. 6. 1979.,0.385780540,Østrig,0.898802667
1708485.jpeg,12.IV.1984,0.501633828,NWZ: Sanddobberne,0.255668384
1743580.jpeg,MISSING,0.733340406,Boserup,0.843846620
1709156.jpeg,19.9.75,0.236656563,MISSING,0.496286754
1708713.jpeg,29.3.1975.,0.498069112,Tykskov v. Brande,0.313595029
1706087.jpeg,3/6.1870,0.150509245,Rønne,0.926132161
1708035.jpeg,12/5 1922,0.255965444,Dyrehaven,0.744331616
1705782.jpeg,4-8.1912,0.303197939,Frederikslund,0.443113065
1706763.jpeg,24/7 1934.,0.613922401,Ebeltoft,0.578869354
1742743.jpeg,MISSING,0.759184601,Dyrehaven,0.779978781
1743826.jpeg,16.6.1929,0.348945135,Lellinge skov,0.439251288
1706770.jpeg,31/7 1948,0.106247348,Stensbæk Plantage Sønderjylland,0.239033040
1709766.jpeg,23-10-1955,0.427963019,Dyrehaven,0.722349197
1706002.jpeg,26/V 2004,0.029011822,Moesgård Skov EJ,0.013564717
1708032.jpeg,17/8-19.,0.518863292,Ørholm St.,0.366174598
1706913.jpeg,25.9.21,0.278244923,Dyrehaven,0.350727493
1710345.jpeg,19-7-1959,0.405089421,S.Sjælland Mogenstrup,0.258341922
1706378.jpeg,8/6 62,0.028417702,Rørvig,0.913358594
1742795.jpeg,MISSING,0.749084571,Boserup,0.846520158
1708714.jpeg,29.3.1975.,0.497772052,Tykskov v. Brande,0.308545014
1706346.jpeg,MISSING,0.940688087,Ti,0.975741134
1708852.jpeg,15-XI-1976,0.487374962,Ejstrupholm,0.640063656
1707577.jpeg,12.6.1999,0.544113368,Tolne Bakker,0.446974841
1705831.jpeg,5/1870,0.301415580,Dyrehaven,0.612437102
1707634.jpeg,6/1871,0.105356169,Vendsyssel,0.394692331
1705541.jpeg,31-5-1917,0.696802061,Vraa,0.937717490
1728479.jpeg,MISSING,0.768393453,Lolland,0.849787814
1706096.jpeg,MISSING,0.956729312,Dyrehaven,0.798099424
1709404.jpeg,27.IV.2022,0.441924826,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.231012428
1709542.jpeg,MISSING,0.790078812,Lolland,0.854243710
1706995.jpeg,MISSING,0.919002728,Lolland,0.865234920
1707892.jpeg,7-3-1972,0.531042740,EJSTRUPHOLM,0.641548954
1708374.jpeg,5-5-49,0.513813277,''Østerlide'',0.061985450
1707682.jpeg,MISSING,0.879493786,MISSING,0.182888754
1742746.jpeg,MISSING,0.758293422,Øbjerggaard,0.638875417
1708863.jpeg,26.10.72,0.086344347,Marselisb. Sk.,0.291909670
1707023.jpeg,27/8 1911,0.590157624,Dyrehaven,0.763343437
1706056.jpeg,22.6.1942,0.646301910,Femmøller,0.612140042
1707837.jpeg,MISSING,0.864640800,MISSING,0.529854501
1742775.jpeg,5/1870,0.124665050,Dyrehaven,0.367362837
1708683.jpeg,14.10.28.,0.500148530,Springforbi,0.363798121
1742992.jpeg,29-5-1952,0.377759927,Dyrehaven,0.717002122
1743713.jpeg,MISSING,0.729478630,MISSING,0.465689603
1708012.jpeg,11-5-84,0.022179448,Klampenborg Dyrehave,0.019505911
1743966.jpeg,26.8.87,0.201900576,Harboør,0.069411943
1707326.jpeg,MISSING,0.902961503,Bornholm,0.821567142
1708855.jpeg,1-11-1959,0.156747499,Silkeborg,0.742252198
1744619.jpeg,18/5/890,0.060500152,Seloø Strand,0.058420734
1710357.jpeg,26-8-1956,0.402415884,Nekselø S.,0.676007881
1708790.jpeg,MISSING,0.191800546,MISSING,0.509060321
1707885.jpeg,1-11-1964,0.259827220,Silkeborg,0.748193392
1744681.jpeg,9.5.86,0.013564717,Donse,0.013861776
1705727.jpeg,MISSING,0.970096999,MISSING,0.566392846
1744616.jpeg,29/5-98,0.138923916,ydre Bjerrum,0.091097302
1709448.jpeg,20.V. 1916,0.154965141,Tg. Madum Sø,0.040300091
1705692.jpeg,MISSING,0.975147014,Bo,0.977226432
1707906.jpeg,26.9.1922,0.528072143,Dyrehaven,0.747005153
1709017.jpeg,MISSING,0.818299485,MISSING,0.500445590
1709914.jpeg,MISSING,0.189721128,Amserin. Son.,0.010000000
1706361.jpeg,MISSING,0.938014550,MISSING,0.185859351
1709414.jpeg,27.IV.2022,0.438954229,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.216159442
1707788.jpeg,6/1862,0.103276751,Jægerspris,0.030794180
1707555.jpeg,9-6-1954,0.549460443,Paradisbakkerne Bornh.,0.138032737
1707162.jpeg,MISSING,0.915438012,MS,0.918408609
1708403.jpeg,21.9.19,0.251806608,Holte,0.804931798
1706242.jpeg,9-6-1971,0.292206729,Læsø,0.894346772
1709528.jpeg,MISSING,0.792752349,Kb,0.956135192
1706360.jpeg,MISSING,0.938311610,MISSING,0.555104577
1709531.jpeg,MISSING,0.792158230,MISSING,0.489454380
1708729.jpeg,20.10.1946,0.495098515,rø. Salten,0.034655956
1705611.jpeg,MISSING,0.977820552,MISSING,0.568769324
1708020.jpeg,MISSING,0.850381934,MISSING,0.523616247
1707966.jpeg,MISSING,0.857511367,Falster,0.888702637
1705905.jpeg,31/5-1930 | 31/5-30,0.667393149,Ærø Svendborg Amt,0.325180358
1743587.jpeg,MISSING,0.731855108,MISSING,0.466877842
1744644.jpeg,22-5-1955 | 22-5-1955 | 22-5-1955 | 22-5-1955,0.088720824,Skallingen | Skallingen | Skallingen | Skallingen,0.123773871
1710343.jpeg,26-8-1956,0.405683540,Nekselø S.,0.677790239
1706021.jpeg,19.V.2022,0.652837223,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.197444680
1743972.jpeg,MISSING,0.727399212,MISSING,0.462124886
1708476.jpeg,MISSING,0.846223098,MISSING,0.518863292
1707790.jpeg,76/1862,0.040003031,Jægerspris,0.591345862
1709436.jpeg,27.IV.2022,0.434201273,"DENMARK: NEZ: Hellebæk Avlsgård, Kohave, 56.0554N, 12.5439E",0.227447711
1705987.jpeg,8-7-1951,0.657887239,Nivå,0.936529251
1705626.jpeg,26-6-1955,0.689375568,Lindholm,0.708684450
1743747.jpeg,27.7.03,0.165956350,Funder,0.702743256
1705653.jpeg,7 1883,0.027526523,Vojens,0.911576235
1744563.jpeg,MISSING,0.717596241,Kb,0.944252804
1709894.jpeg,MISSING,0.781167020,Kb,0.955244013
1744672.jpeg,MISSING,0.709575629,MISSING,0.456183692
1706142.jpeg,MISSING,0.949599879,Bo,0.834340709
1705832.jpeg,MISSING,0.963561685,Odense,0.914546832
1707785.jpeg,76/1862,0.038814792,Jægerspris,0.030200061
1706865.jpeg,4.7-72,0.279730221,Buresø NS,0.020694150
1709167.jpeg,MISSING,0.812655350,MISSING,0.493613216
1708467.jpeg,MISSING,0.847708396,MISSING,0.520645650
1728601.jpeg,17.7.1949,0.382512883,Saltholm,0.812358290
1708812.jpeg,MISSING,0.833746590,MISSING,0.508763262
1707321.jpeg,MISSING,0.904149742,Dyrehaven,0.577086996
1706295.jpeg,23.VII.2021,0.626101849,"DENMARK: NWJ, Sundsøre, 56.71N, 9.17E, 10 m",0.147835708
1706405.jpeg,21.VII.2004 | 21.VII.2004,0.102385571,Lodskovvad NEJ | Lodskovvad NEJ,0.135953319
1709574.jpeg,5/5 1890,0.170115186,Saltesø Skov.,0.297850864
1742769.jpeg,MISSING,0.753540467,Kb,0.950788118
1710337.jpeg,23-6-1961,0.407168839,"MidtJylland Galgehøj, Hjarbæk",0.225962413
1742810.jpeg,4.79,0.215268263,Nasby,0.170115186
1709534.jpeg,5/1870,0.230418309,Dyrehaven,0.723537436
1706088.jpeg,MISSING,0.958808730,Veilø Bugt.,0.092879661
1707128.jpeg,28.7.18,0.271115490,Dyrehaven,0.694722643
1709165.jpeg,MISSING,0.813249470,MISSING,0.494207336
1706400.jpeg,21.VII.2004,0.621051834,Lodskovvad NEJ,0.352509851
1709481.jpeg,MISSING,0.801664141,Dyrehaven,0.785028797
1708342.jpeg,22-9-36,0.254777205,Bovbj.,0.062579570
1709549.jpeg,MISSING,0.788296453,MISSING,0.487672022
1705926.jpeg,29-7-49.,0.663531373,Asserbo,0.872364353
1706943.jpeg,26/5 1870,0.591642922,Dyrehaven,0.604713550
1707373.jpeg,MISSING,0.894643831,MISSING,0.184374053
1708960.jpeg,7/9.1870,0.061094271,Bornholm,0.316862686
1709560.jpeg,IV. 91.,0.229527129,Sondbg,0.114862079
1706440.jpeg,14/6.1871,0.159123977,Dronninglund,0.119615035
1706265.jpeg,MISSING,0.195662322,MISSING,0.376274629
1706442.jpeg,14/6.1871,0.132091543,Dronninglund,0.203385875
1707420.jpeg,7/7.1906,0.562828130,Lønstrup,0.312703850
1706517.jpeg,15/6 71,0.083373750,Dronninglund,0.351915732
1707237.jpeg,MISSING,0.909793877,MISSING,0.543816308
1706403.jpeg,21.VII.2004 | 21.VII.2004,0.102682631,Lodskovvad NEJ | Lodskovvad NEJ,0.136250379
1728585.jpeg,10.6.1979,0.385186420,Østrig,0.897911488
1706070.jpeg,30.5.1903,0.644222492,Halk,0.666799030
1707879.jpeg,MISSING,0.859590785,Sorø,0.424992422
1705473.jpeg,7/1870,0.700069718,Ørholm,0.339439224
1706873.jpeg,26-7-1951,0.598772355,Nivå,0.935638072
1706821.jpeg,Juni 1942,0.606792968,Rønshoved Rinkenæs,0.172491664
1708433.jpeg,21-X 1983,0.505495605,BOVBJERG,0.577978175
1708964.jpeg,MISSING,0.826617157,Kb,0.965344044
1709324.jpeg,13-4-49,0.452618975,Dyrehaven,0.730963928
1709840.jpeg,19.7.1928,0.417862989,Dronninglund,0.419051228
1707705.jpeg,Juli 77,0.066441346,MISSING,0.151103365
1743772.jpeg,28/7 1930,0.357262807,Orø,0.025447105
1706044.jpeg,20.5.34,0.648678387,Reersø,0.906229160
1743056.jpeg,15.10.21,0.367065778,Dyrehaven,0.778493483
1743542.jpeg,MISSING,0.740172780,Øbjerggård,0.414595332
1709346.jpeg,7/6 1949,0.072085480,Stensbæk Plantage Sønderjylland,0.232497727
1708771.jpeg,MISSING,0.705713853,MISSING,0.117832677
1705442.jpeg,4.6.19,0.312406790,Thorsager,0.801367081
1707846.jpeg,MISSING,0.862561382,MISSING,0.528072143
1744663.jpeg,29/5 98,0.199227038,ydre Bjerrum,0.275571385
1709769.jpeg,2o-5-1956,0.174868142,JægersprisNord skov,0.300821461
1707648.jpeg,MISSING,0.883652622,Kjøbenhavns Omegn,0.246162473
1706328.jpeg,5/1857,0.075056078,Rørvig,0.259530161
1707941.jpeg,15.10.21,0.522725068,Dyrehaven,0.588969385
1707071.jpeg,MISSING,0.916923310,MISSING,0.547381025
1707907.jpeg,26.9.1922,0.527775083,Dyrehaven,0.364392240
1743986.jpeg,13.IX.1986,0.329636253,NWZ: Audebo,0.345677478
1706159.jpeg,MISSING,0.945738102,Lolland,0.870284935
1709024.jpeg,13/9 1887.,0.474898454,København,0.740469839
1709412.jpeg,27.IV.2022,0.439548348,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.248538951
1706164.jpeg,1/8.1901,0.640063656,Sandager Lolland,0.348945135
1707962.jpeg,MISSING,0.858402546,Falster,0.171600485
1705929.jpeg,7-6-49.,0.662640194,Tisvilde,0.824537739
1728519.jpeg,10/4 1935. | 10/4 35,0.107732646,Ærø Svendborg Amt,0.081294332
1708776.jpeg,MISSING,0.836123068,MISSING,0.510842680
1707782.jpeg,16/1862,0.045053046,Jægerspris,0.029605941
1709495.jpeg,MISSING,0.798099424,Dyrehaven,0.783246438
1708357.jpeg,13-5-1910,0.514704456,Knudshoved,0.631745984
1708868.jpeg,26.10.72,0.244677175,Marselisb.Sk.,0.098226735
1708980.jpeg,MISSING,0.824834798,MISSING,0.180809336
1707400.jpeg,MISSING,0.890782055,MISSING,0.538469233
1709302.jpeg,9/5.1901,0.456183692,Ved Kjeldskov,0.329339194
1707552.jpeg,19-6-1955,0.550054562,Hvorup,0.903852683
1728456.jpeg,MISSING,0.773146408,Kb,0.953758715
1707860.jpeg,MISSING,0.861670203,MISSING,0.527180964
1708461.jpeg,MISSING,0.849193695,MISSING,0.521833889
1707130.jpeg,18.8.61 | 28.7.18 | 4.9.62 | 3.8.63,0.068520764,Dyrehaven | Dyrehaven | Dyrehaven | Dyrehaven,0.114565020
1728517.jpeg,3/5 1934 | 3/5-34,0.217941801,Rudkøbing Svendborg Amt | Ru,0.190612307
1709511.jpeg,MISSING,0.795722946,Kb,0.959105790
1743789.jpeg,31/7 1934 | 31/7 34,0.107138527,Ærø Svendborg Amt | Æ,0.169224007
1709444.jpeg,26.9.1922 | 21.4.1912,0.102088512,Dyrehaven | Holte,0.166253410
1709869.jpeg,12/7.1870,0.416971810,Ørholm,0.901179145
1710371.jpeg,22. 7. 1986,0.400336466,Uglestrup Mose,0.309733253
1743493.jpeg,6/6.1870,0.365283419,Bo | Østerlars,0.347459836
1709350.jpeg,MISSING,0.805228857,MISSING,0.490345559
1743760.jpeg,25/7 1930,0.358451046,Taasinge,0.421130646
1707743.jpeg,9.VI.1982,0.537280994,Skallingen WJ,0.051291300
1728530.jpeg,1-3-59,0.389939376,Dyrehaven,0.719378600
1743807.jpeg,30.6.1924,0.054261898,Hjørring,0.809981813
1705769.jpeg,23-5-1915,0.675413762,Skagen,0.908308578
1706980.jpeg,MISSING,0.922864504,MISSING,0.184968172
1707524.jpeg,13/6 1954,0.550945741,"Ørgaard Nors, Thy",0.336765687
1708780.jpeg,MISSING,0.835231888,MISSING,0.509951500
1706880.jpeg,22.9.1996,0.597584116,Dyrehaven,0.765125796
1728583.jpeg,10.6.1979,0.217050621,Østrig,0.898208548
1707058.jpeg,1.7.28,0.584810549,Eremitagen,0.686702031
1707261.jpeg,11.8. 1993,0.574710518,"Lindeskov, Falster",0.207247651
1705764.jpeg,24-5-1915,0.676007881,Skagen,0.909793877
1708434.jpeg,21-X-1983,0.068817824,TRANS,0.274977266
1709781.jpeg,14.IV.1995,0.425289482,LFM PF67 MALTRUP,0.342409821
1728570.jpeg,MISSING,0.764531676,MISSING,0.475492574
1705811.jpeg,MISSING,0.966532283,Dyrehaven,0.799584723
1705959.jpeg,16.6.1929,0.298147924,Bellinge skov,0.094662019
1743546.jpeg,MISSING,0.739281600,Øbjerggaard,0.605307669
1708715.jpeg,30.3.1975.,0.497474992,Harrild hede,0.599960594
1707179.jpeg,MISSING,0.913061534,MS,0.244974235
1728516.jpeg,3/5 1934. | 3/5-34,0.218238860,Rudkøbing Svendborg Amt | Ru,0.219427099
1705650.jpeg,1883,0.306168536,Vojens,0.915140952
1707573.jpeg,23/5 1981,0.545301607,DYREHAVEN,0.749678691
1706406.jpeg,21.VII.2004 | 21.VII.2004,0.112188542,Lodskovvad NEJ | Lodskovvad NEJ,0.129418005
1710358.jpeg,26-7-1951,0.402118824,Nivå,0.933261594
1709473.jpeg,MISSING,0.803446499,Dyrehaven,0.278244923
1743712.jpeg,13/5 1892,0.362906941,Horsens,0.842658381
1705927.jpeg,12-6-43,0.663234313,Sandbjerg,0.772849348
1705882.jpeg,6-7.37,0.100009094,Trelde,0.345380418
1705631.jpeg,21.7.1974.,0.688781449,Rø,0.977820552
1709292.jpeg,MISSING,0.807605335,Kb,0.960888148
1707303.jpeg,18.5.1929,0.566986966,Hovslund,0.381324644
1708419.jpeg,25.-9.-1960,0.251212489,Jægerspr. N.sk.,0.171897545
1743811.jpeg,16.6.1929,0.207544711,Bellinge skov,0.094364959
1743585.jpeg,MISSING,0.732152167,Boserup,0.886326159
1706075.jpeg,26.5.1937,0.295771446,Hovslund,0.396177630
1709850.jpeg,23-7.22,0.093770840,Tisvilde,0.705119733
1728521.jpeg,3/5 1934. | 3/5-34,0.109812064,Rudkøbing Svendborg Amt | Ru,0.188532889
1708871.jpeg,26-10-1972,0.485889664,Marselisborg Dyreh,0.247350712
1709880.jpeg,12/7.1870,0.415189451,Ørholm,0.433310094
1707857.jpeg,6.6.92,0.260718400,Kulhuus,0.108920885
